bookkeeping,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,markup_description,name,newick,pk,status
False,0,0,0,,96,8300,arh,arhu1242,{},10.7018,language,-73.6363,,Arhuaco,'Arhuaco [arhu1242][arh]-l-':1,11047,vulnerable
False,0,0,0,,207,20562,ylu,arib1240,{},-6.65252,language,146.919,,Aribwaung,'Aribwaung [arib1240][ylu]-l-':1,21732,safe
False,0,0,0,,207,20562,laz,arib1241,{},-6.72266,language,146.991,,Aribwatsa,'Aribwatsa [arib1241][laz]-l-':1,21734,extinct
False,2,0,0,,207,20520,aai,arif1239,{},-9.15565,language,149.246,,Arifama-Miniafia,"('Arifama [arif1240]':1,'Miniafia [mini1252]':1)'Arifama-Miniafia [arif1239][aai]-l-':1",21660,definitely endangered
False,11,0,0,,68,3763,aqg,arig1246,{},7.56324,language,5.89556,,Arigidi,"('Afa [afaa1238]':1,'Aje [ajee1238]':1,'Arigidí [arig1247]':1,'Erúsú [erus1238]':1,'Ese {Arigidi} [esee1246]':1,'Igasi [igas1238]':1,'Ojo [ojoo1238]':1,'Oyin [oyin1238]':1,'Udo [udoo1238]':1,'Uro [uroo1240]':1,'Òge [ogee1238]':1)'Arigidi [arig1246][aqg]-l-':1",5665,safe
False,0,0,0,,176,2500,aac,arii1243,{},-7.95526,language,142.4,,Ari,'Ari [arii1243][aac]-l-':1,4078,severely endangered
False,0,0,0,,3,3465,ari,arik1262,{},40.6473,language,-98.7158,,Arikara,'Arikara [arik1262][ari]-l-':1,5235,critically endangered
False,0,0,0,,301,1041,ait,arik1264,{},-8.924,language,-63.742,,Arikem,'Arikem [arik1264][ait]-l-':1,2953,extinct
False,0,0,0,,385,1640,ark,arik1265,{},-12.4878,language,-62.7261,,Arikapú,'Arikapú [arik1265][ark]-l-':1,3238,critically endangered
False,0,0,0,,117,2222,xrn,arin1243,{},57.0,language,93.0,,Arin,'Arin [arin1243][xrn]-l-':1,3860,extinct
False,0,0,0,,211,2692,luc,arin1244,{},3.56143,language,31.3071,,Aringa,'Aringa [arin1244][luc]-l-':1,4417,safe
False,0,0,0,,269,2850,dth,arit1239,{},-12.50839255,language,142.138748,,Aritinngitigh,'Aritinngitigh [arit1239][dth]-l-':1,4602,extinct
False,1,0,0,,419,1816,NOCODE_Arizona-Tewa,ariz1237,{},35.836667,language,-110.381389,,Arizona Tewa,('Hano {USA} [hano1247]':1)'Arizona Tewa [ariz1237]-l-':1,3339,extinct
False,0,0,0,,128,646,aoh,arma1244,{},2.03332,language,-76.0,,Arma,'Arma [arma1244][aoh]-l-':1,2252,extinct
False,0,0,0,,150,734,aen,arme1259,{},40.1002,language,44.4767,,Armenian Sign Language,'Armenian Sign Language [arme1259][aen]-l-':1,2451,safe
False,2,0,0,,179,13988,rup,arom1237,{},42.0646,language,22.6464,,Aromanian,"('Armaneshti [arma1245]':1,'Rramaneshti [rram1234]':1)'Aromanian [arom1237][rup]-l-':1",16507,definitely endangered
False,0,0,0,,207,21741,aps,arop1242,{},-3.06984,language,142.12,,Arop-Sissano,'Arop-Sissano [arop1242][aps]-l-':1,22601,safe
False,2,0,0,,207,19147,apr,arop1243,{},-5.31671,language,147.103,,Arop-Lokep,"('Arop [arop1244]':1,'Lokep [loke1237]':1)'Arop-Lokep [arop1243][apr]-l-':1",20576,safe
False,2,0,0,,207,17550,aia,aros1241,{},-10.2441,language,161.432,,Arosi,"('Nuclear Arosi [nucl1473]':1,'Wango [wang1296]':1)'Arosi [aros1241][aia]-l-':1",19329,safe
False,0,0,0,,207,2649,atz,arta1239,{},16.4185,language,121.656,,Arta,'Arta [arta1239][atz]-l-':1,4337,critically endangered
False,0,0,0,,8,5266,msy,arua1260,{},-4.28957,language,144.842,,Aruamu,'Aruamu [arua1260][msy]-l-':1,7607,definitely endangered
False,1,0,0,,301,4748,arx,arua1261,{},-12.1186,language,-62.4357,,Aruá (Rondonia State),('Aruáshi [arua1262]':1)'Aruá {Rondonia State} [arua1261][arx]-l-':1,6974,critically endangered
False,0,0,0,,229,229,aru,arua1263,{},-5.5,language,-67.98,,Aruá (Amazonas State),'Aruá {Amazonas State} [arua1263][aru]-l-':1,891,extinct
False,0,0,0,,344,3152,NOCODE_Aruan,arua1264,{},-0.608631,language,-50.123291,,Aruan,'Aruan [arua1264]-l-':1,4991,extinct
False,0,0,0,,409,409,NOCODE_Aruba,arub1238,{},,language,,,Aruba,'Aruba [arub1238]-l-':1,1752,safe
False,0,0,0,,426,5212,aur,arue1240,{},-3.37841,language,142.715,,Aruek,'Aruek [arue1240][aur]-l-':1,7575,definitely endangered
False,0,0,0,,426,3445,lsr,aruo1240,{},-3.45782,language,142.478,,Srenge,'Srenge [aruo1240][lsr]-l-':1,5219,definitely endangered
False,0,0,0,,128,128,NOCODE_Arusha,arus1242,{},,language,,,Arusha,'Arusha [arus1242]-l-':1,644,safe
False,0,0,0,,,,atx,arut1244,{},4.20057,language,-63.1202,,Arutani,'Arutani [arut1244][atx]-l-':1,379,extinct
False,3,0,0,,179,2522,aat,arva1236,{},38.283,language,23.3703,,Arvanitika Albanian,"('Northwestern Arvanitika [nort2603]':1,'South Central Arvanitika [sout2608]':1,'Thracean Arvanitika [thra1249]':1)'Arvanitika Albanian [arva1236][aat]-l-':1",4127,vulnerable
False,0,0,0,,144,5908,mtv,asar1240,{},-5.68263,language,146.508,,Asaro'o,'Asaro''o [asar1240][mtv]-l-':1,8465,safe
False,0,0,0,,144,5819,asd,asas1240,{},-5.69345,language,145.549,,Asas,'Asas [asas1240][asd]-l-':1,8336,safe
False,0,0,0,,344,9997,cni,asha1243,{},-11.9311,language,-73.9073,,Asháninka,'Asháninka [asha1243][cni]-l-':1,13005,vulnerable
False,0,0,0,,68,10820,ahs,ashe1269,{},9.36574,language,7.39443,,Ashe,'Ashe [ashe1269][ahs]-l-':1,13670,safe
False,0,0,0,,344,13006,prq,ashe1272,{},-10.9777,language,-74.9153,,Ashéninka Perené,'Ashéninka Perené [ashe1272][prq]-l-':1,15705,vulnerable
False,0,0,0,,344,13004,cjo,ashe1273,{},-10.7583,language,-74.2014,,Ashéninka Pajonal,'Ashéninka Pajonal [ashe1273][cjo]-l-':1,15701,vulnerable
False,3,0,0,,179,4104,ask,ashk1246,{},34.84277,language,70.37453,,Ashkun,"('Ashuruveri [ashu1242]':1,'Gramsukraviri [gram1239]':1,'Suruviri [suru1257]':1)'Ashkun [ashk1246][ask]-l-':1",6129,definitely endangered
False,7,0,0,,336,9683,csh,asho1236,{},21.393,language,93.5069,,Asho Chin,"('Chittagong [chit1280]':1,'Khyang [khya1239]':1,'Lemyo [lemy1239]':1,'Minbu [minb1243]':1,'Saingbaun [sain1244]':1,'Sandoway [sand1269]':1,'Thayetmyo [thay1247]':1)'Asho Chin [asho1236][csh]-l-':1",12612,safe
False,2,0,0,,179,18769,atn,asht1244,{},37.7469,language,48.6808,,Ashtiani,"('Nuclear Ashtiani [nucl1273]':1,'Tafresh [tafr1239]':1)'Ashtiani [asht1244][atn]-l-':1",20318,vulnerable
False,3,0,0,,207,17419,asl,asil1242,{},-3.67302,language,127.952,,Asilulu,"('Negeri Lima [nege1241]':1,'Nuclear Asilulu [nucl1531]':1,'Ureng [uren1238]':1)'Asilulu [asil1242][asl]-l-':1",19083,vulnerable
False,0,0,0,,367,1609,eiv,asko1238,{},-6.22539,language,155.307,,Askopan,'Askopan [asko1238][eiv]-l-':1,3194,safe
False,0,0,0,,211,2695,asv,asoa1238,{},2.26818,language,26.7198,,Asoa,'Asoa [asoa1238][asv]-l-':1,4424,safe
False,4,0,0,,179,14326,asm,assa1263,{},26.0876,language,91.2932,,Assamese,"('Jharwa [jhar1240]':1,'Mayang [maya1277]':1,'Standard Assamese [stan1302]':1,'Western Assamese [west2383]':1)'Assamese [assa1263][asm]-l-':1",16696,safe
True,0,0,0,,334,334,xss,assa1266,{},56.0,language,94.0,,Assan,'Assan [assa1266][xss]-l-':1,1413,safe
False,6,0,0,,101,2190,sjg,assa1269,{},13.9592,language,22.6393,,Assangori,"('Erenga [eren1239]':1,'Girga {Assangori} [girg1241]':1,'Murasi [mura1270]':1,'Sebunkik [sebu1242]':1,'Sungor [sung1270]':1,'Walad Dulla [wala1265]':1)'Assangori [assa1269][sjg]-l-':1",3838,vulnerable
False,0,0,0,,177,4084,asb,assi1247,{},49.2923,language,-106.068,,Assiniboine,'Assiniboine [assi1247][asb]-l-':1,6089,definitely endangered
False,0,0,0,,207,12234,asz,asss1237,{},-0.75267,language,131.728,,As,'As [asss1237][asz]-l-':1,15122,definitely endangered
False,30,0,0,,186,17043,aii,assy1241,{},36.75,language,43.0,,Assyrian Neo-Aramaic,"(('Anhar [anha1242]':1,'Mar Bishu [marb1243]':1,'Nochiya [noch1239]':1,'Tergawar [terg1238]':1)'Central Group [cent2218]':1,'Iranian Koine [iran1268]':1,('Baz [bazz1238]':1,'Dez [dezz1235]':1,'Gavar {Aramaic} [gava1245]':1,'Jilu [jilu1238]':1,'Qudshanis [quds1238]':1,'Salamas [sala1281]':1,'Upper Barwari [uppe1449]':1,'Van {Aramaic} [vann1248]':1)'Northern Group [nort3096]':1,('Aradhin [arad1238]':1,'Benatha [bena1272]':1,'Daudiya [daud1238]':1,'Inishke [inis1238]':1,'Tina [tina1254]':1)'Sapna cluster [sapn1238]':1,('Sipurghan [sipu1244]':1,'Solduz [sold1238]':1,'Urmi [urmi1250]':1)'Urmian group [urmi1249]':1,('Lewin [lewi1238]':1,'Lower Barwari [lowe1435]':1,'Tal {Aramaic} [tall1254]':1,'Tkhuma [tkhu1242]':1)'Western Group [west2765]':1)'Assyrian Neo-Aramaic [assy1241][aii]-l-':1",18872,vulnerable
False,8,0,0,,179,21451,ast,astu1245,{},42.4181,language,-6.02227,,Asturian-Leonese-Cantabrian,"(('Central Asturian [cent1956]':1,'Eastern Asturian [east2272]':1,'Western Asturian [west2339]':1)'Asturian [astu1246]':1,('Eastern Cantabrian [east2799]':1,'Western Cantabrian [west2880]':1)'Cantabrian [cant1245]':1,'Leonese [leon1250]':1)'Asturian-Leonese-Cantabrian [astu1245][ast]-l-':1",22412,safe
False,0,0,0,,144,8403,psa,asue1235,{},-5.98341,language,139.123,,Asue Awyu,'Asue Awyu [asue1235][psa]-l-':1,11174,vulnerable
False,0,0,0,,207,15090,aua,asum1237,{},-11.2969,language,166.499,,Asumboa,'Asumboa [asum1237][aua]-l-':1,17522,severely endangered
False,0,0,0,,68,8177,aum,asun1235,{},10.0849,language,5.42081,,Asu (Nigeria),'Asu {Nigeria} [asun1235][aum]-l-':1,10860,safe
False,0,0,0,,53,13198,zoo,asun1236,{},16.8762,language,-96.8704,,Asunción Mixtepec Zapotec,'Asunción Mixtepec Zapotec [asun1236][zoo]-l-':1,15856,severely endangered
False,2,0,0,,67,7867,asr,asur1254,{},21.5721,language,83.4562,,Asuri,"('Brijia [brij1240]':1,'Manjhi [manj1248]':1)'Asuri [asur1254][asr]-l-':1",10451,definitely endangered
False,0,0,0,,68,18332,asa,asut1235,{},-4.17978,language,37.8323,,Asu (Tanzania),'Asu {Tanzania} [asut1235][asa]-l-':1,20001,safe
False,0,0,0,,207,9024,atm,ataa1240,{},9.715,language,122.9,,Ata,'Ata [ataa1240][atm]-l-':1,12043,critically endangered
False,0,0,0,,,,NOCODE_Atacame,atac1235,{},0.834931,language,-79.778137,,Atacame,'Atacame [atac1235]-l-':1,160,extinct
False,2,0,0,,,,aqp,atak1252,{},30.9121,language,-93.0827,,Atakapa,"('Eastern Atakapa [east2802]':1,'Western Atakapa [west2881]':1)'Atakapa [atak1252][aqp]-l-':1",421,extinct
False,0,0,0,,269,9408,amz,atam1239,{},-11.0018,language,142.273,,Atampaya,'Atampaya [atam1239][amz]-l-':1,12413,critically endangered
False,0,0,0,,207,14869,atd,atam1240,{},7.7789,language,125.499,,Ata Manobo,'Ata Manobo [atam1240][atd]-l-':1,17250,safe
False,0,0,0,,53,10351,mib,atat1238,{},17.07133,language,-97.67753,,Atatláhuca Mixtec,'Atatláhuca Mixtec [atat1238][mib]-l-':1,13250,vulnerable
False,2,0,0,,207,837,tay,atay1247,{},24.5209,language,121.388,,Atayal,"('Mayrinax [mayr1237]':1,'Sqoleq [sqol1237]':1)'Atayal [atay1247][tay]-l-':1",2633,vulnerable
False,0,0,0,,144,8340,ate,atem1241,{},-5.08137,language,144.806,,Mand,'Mand [atem1241][ate]-l-':1,11091,critically endangered
False,0,0,0,,269,4614,NOCODE_Athima,athi1234,{},-17.2,language,142.4,,Athima,'Athima [athi1234]-l-':1,6776,extinct
False,0,0,0,,336,12876,aph,athp1241,{},26.8794,language,87.3296,,Athpariya,'Athpariya [athp1241][aph]-l-':1,15601,definitely endangered
False,2,0,0,,207,839,atk,atii1237,{},11.1539,language,122.512,,Ati,"('Barotac Viejo Nagpana [baro1255]':1,'Malay {Ati} [mala1492]':1)'Ati [atii1237][atk]-l-':1",2651,definitely endangered
False,0,0,0,,328,3054,atj,atik1240,{},47.9555,language,-73.7989,,Atikamekw,'Atikamekw [atik1240][atj]-l-':1,4831,vulnerable
False,0,0,0,,118,118,aqm,atoh1238,{},-6.27123,language,138.666,,Atohwaim,'Atohwaim [atoh1238][aqm]-l-':1,617,safe
False,0,0,0,,336,4927,aot,aton1241,{},25.346508,language,90.658722,,Atong (India),'Atong {India} [aton1241][aot]-l-':1,7186,definitely endangered
False,0,0,0,,68,16185,ato,aton1242,{},6.03539,language,9.72121,,Atong,'Atong [aton1242][ato]-l-':1,18099,vulnerable
False,0,0,0,,344,4992,aox,ator1244,{},2.481,language,-60.286,,Atorada,'Atorada [ator1244][aox]-l-':1,7275,severely endangered
False,0,0,0,,68,13847,cch,atsa1241,{},9.95914,language,8.48301,,Atsam,'Atsam [atsa1241][cch]-l-':1,16469,safe
False,0,0,0,,408,7489,atc,atsa1242,{},-14.1666,language,-69.5,,Atsahuaca,'Atsahuaca [atsa1242][atc]-l-':1,10100,extinct
False,0,0,0,,405,405,atw,atsu1245,{},40.4271,language,-120.661,,Atsugewi,'Atsugewi [atsu1245][atw]-l-':1,1677,extinct
False,0,0,0,,291,17613,pkr,atta1243,{},,language,,,Attapady Kurumba,'Attapady Kurumba [atta1243][pkr]-l-':1,19429,safe
False,3,0,0,,68,3772,ati,atti1239,{},5.9977,language,-3.8209,,Attié,"('Bodin [bodi1251]':1,'Ketin [keti1245]':1,'Naindin [nain1239]':1)'Attié [atti1239][ati]-l-':1",5688,safe
True,0,0,0,,334,334,atf,atue1238,{},,language,,,Atuence,'Atuence [atue1238][atf]-l-':1,1461,safe
False,0,0,0,,53,5427,ocu,atzi1235,{},19.3871,language,-99.9239,,Atzingo Matlatzinca,'Atzingo Matlatzinca [atzi1235][ocu]-l-':1,7779,definitely endangered
False,0,0,0,,207,17439,kud,auhe1237,{},-10.0959,language,151.002,,'Auhelawa,'''Auhelawa [auhe1237][kud]-l-':1,19120,safe
False,2,0,0,,207,19196,aul,aulu1238,{},-16.3579,language,167.697,,Aulua,"('Boinelang [boin1237]':1,'Onesso [ones1240]':1)'Aulua [aulu1238][aul]-l-':1",20658,definitely endangered
False,0,0,0,,301,12548,aux,aura1243,{},-4.137,language,-46.792,,Aurê y Aurá,'Aurê y Aurá [aura1243][aux]-l-':1,15338,extinct
False,0,0,0,,68,19978,auh,aush1241,{},-11.6295,language,29.0168,,Aushi,'Aushi [aush1241][auh]-l-':1,21221,safe
False,0,0,0,,83,570,avs,aush1242,{},-3.3196,language,-74.5411,,Aushiri,'Aushiri [aush1242][avs]-l-':1,2141,extinct
False,0,0,0,,150,2457,asq,aust1252,{},48.1197,language,16.225,,Austrian Sign Language,'Austrian Sign Language [aust1252][asq]-l-':1,4035,safe
False,0,0,0,,150,731,asw,aust1253,{},-25.0,language,135.0,,Australian Aborigines Sign Language,'Australian Aborigines Sign Language [aust1253][asw]-l-':1,2378,vulnerable
False,0,0,0,,150,6060,asf,aust1271,{},-30.0,language,145.0,,Australian Sign Language,'Australian Sign Language [aust1271][asf]-l-':1,8556,definitely endangered
False,4,0,0,,207,23465,aut,aust1304,{},-23.3843,language,-149.462,,Austral,"('Raivavae [raiv1237]':1,'Rimatara [rima1237]':1,'Rurutu [ruru1237]':1,'Tubuai [tubu1240]':1)'Austral [aust1304][aut]-l-':1",23600,definitely endangered
False,0,0,0,,426,1869,avt,auuu1241,{},-3.53277,language,142.105,,Au,'Au [auuu1241][avt]-l-':1,3432,definitely endangered
True,0,0,0,,334,334,auv,auve1240,{},,language,,,Auvergnat,'Auvergnat [auve1240][auv]-l-':1,1248,safe
False,0,0,0,,194,2608,smf,auwe1239,{},-3.33662,language,141.254,,Auwe,'Auwe [auwe1239][smf]-l-':1,4268,definitely endangered
False,0,0,0,,144,2343,auu,auye1238,{},-3.43705,language,136.096,,Auye,'Auye [auye1238][auu]-l-':1,3938,definitely endangered
False,0,0,0,,186,14581,auo,auyo1240,{},9.85747,language,11.322,,Auyokawa,'Auyokawa [auyo1240][auo]-l-':1,16883,extinct
False,0,0,0,,301,9580,avv,avac1239,{},-13.6081,language,-48.1336,,Avá-Canoeiro,'Avá-Canoeiro [avac1239][avv]-l-':1,12545,severely endangered
False,14,0,0,,36,1993,ava,avar1256,{},41.7047,language,46.558,,Avar,"('Ancux [ancu1238]':1,'Andalal-Gxdatl [anda1281]':1,'Bacadin [baca1241]':1,'Batlux [batl1238]':1,'Hid [hidd1238]':1,'Karax [kara1473]':1,'Kaxib [kaxi1241]':1,'Keleb [kele1253]':1,'Kunzakh [kunz1243]':1,'Salatav [sala1265]':1,'Shulanin [shul1242]':1,'Untib [unti1238]':1,'Zakataly [zaka1239]':1,'Zaqatala [zaqa1242]':1)'Avar [avar1256][ava]-l-':1",3583,vulnerable
False,0,0,0,,68,5696,avn,avat1244,{},6.8688,language,0.41314,,Avatime,'Avatime [avat1244][avn]-l-':1,8273,safe
False,1,0,0,,207,22619,avb,avau1237,{},-6.24342,language,150.427,,Avau,('Gasmata [gasm1237]':1)'Avau [avau1237][avb]-l-':1,23147,safe
False,0,0,0,,179,2519,ave,aves1237,{},31.541,language,53.633,,Avestan,'Avestan [aves1237][ave]-l-':1,4116,extinct
False,0,0,0,,68,5689,avi,avik1243,{},5.15838,language,-5.2529,,Avikam,'Avikam [avik1243][avi]-l-':1,8236,safe
False,4,0,0,,211,2692,avu,avok1242,{},4.38639,language,29.9379,,Avokaya,"('Ajugu [ajug1238]':1,'Avokaya Pur [avok1243]':1,'Northern Ogambi [nort2812]':1,'Ojila [ojil1238]':1)'Avokaya [avok1242][avu]-l-':1",4416,safe
False,0,0,0,,207,21796,NOCODE_Avok,avok1244,{},,language,,,Avok,'Avok [avok1244]-l-':1,22672,definitely endangered
False,3,0,0,,269,9315,awk,awab1243,{},-33.12847,language,151.43555,,Awabakal,"('Awabagal [awab1244]':1,'Cameeragal [came1251]':1,'Wonarua [wona1238]':1)'Awabakal [awab1243][awk]-l-':1",12360,extinct
False,0,0,0,,67,10502,vwa,awac1238,{},22.75,language,99.4833,,Ximeng-Menglian Awa,'Ximeng-Menglian Awa [awac1238][vwa]-l-':1,13329,vulnerable
False,0,0,0,,371,1617,kwi,awac1239,{},1.21652,language,-78.3401,,Awa-Cuaiquer,'Awa-Cuaiquer [awac1239][kwi]-l-':1,3202,vulnerable
False,5,0,0,,179,8670,awa,awad1243,{},27.5907,language,82.4663,,Awadhi,"('Gangapari [gang1265]':1,'Mirzapuri [mirz1238]':1,'Pardesi [pard1244]':1,'Tharu [thar1280]':1,'Uttari [utta1238]':1)'Awadhi [awad1243][awa]-l-':1",11466,safe
False,5,0,0,,207,21761,bcu,awad1244,{},-5.59896,language,146.355,,Awad Bing,"('Biliau [bili1252]':1,'Galeg [gale1258]':1,'Suit [suit1237]':1,'Yamai [yama1259]':1,'Yori [yori1237]':1)'Awad Bing [awad1244][bcu]-l-':1",22635,safe
False,0,0,0,,68,16029,awo,awak1250,{},9.86334,language,11.3291,,Awak,'Awak [awak1250][awo]-l-':1,17953,safe
False,4,0,0,,144,5854,awb,awap1236,{},-6.65534,language,145.714,,Awa (Papua New Guinea),"('Ilakia [ilak1239]':1,'Northeast Awa [nort2919]':1,'South Awa [sout2942]':1,'Tauna [taun1251]':1)'Awa {Papua New Guinea} [awap1236][awb]-l-':1",8376,safe
False,0,0,0,,144,5891,awx,awar1248,{},-6.16986,language,146.372,,Awara,'Awara [awar1248][awx]-l-':1,8438,safe
False,2,0,0,,8,5264,aya,awar1249,{},-4.13554,language,144.836,,Awar,"('Nubia [nubi1252]':1,'Nuclear Awar [nucl1639]':1)'Awar [awar1249][aya]-l-':1",7602,severely endangered
False,0,0,0,,373,373,awh,awbo1238,{},-5.05875,language,139.724,,Awbono,'Awbono [awbo1238][awh]-l-':1,1620,vulnerable
False,9,0,0,,186,16936,bob,awee1242,{},-1.40124,language,41.234,,Aweer,"('Kilii [kili1272]':1,('Baddey Aweer [badd1234]':1,('Bireeri Aweer [bire1234]':1,('Jara Aweer [jara1277]':1,'Kijee Aweer [kije1234]':1,'Safaree Aweer [safa1247]':1)'Central Aweer [cent2334]':1)'South Aweer [sout3265]':1)'Nuclear Aweer [nucl1772]':1)'Aweer [awee1242][bob]-l-':1",18831,definitely endangered
False,0,0,0,,343,1560,awr,awer1241,{},-2.71886,language,136.063,,Awera,'Awera [awer1241][awr]-l-':1,3140,definitely endangered
False,0,0,0,,301,2946,awe,awet1244,{},-12.381944,language,-53.391944,,Awetí,'Awetí [awet1244][awe]-l-':1,4745,definitely endangered
False,0,0,0,,68,18131,azo,awin1248,{},5.88362,language,10.264,,Awing,'Awing [awin1248][azo]-l-':1,19714,safe
False,0,0,0,,144,5855,auy,awiy1238,{},-6.54079,language,145.76,,Awiyaana,'Awiyaana [awiy1238][auy]-l-':1,8378,safe
False,0,0,0,,186,810,auj,awji1241,{},29.2341,language,21.1819,,Awjilah-Foqaha,'Awjilah-Foqaha [awji1241][auj]-l-':1,2582,definitely endangered
False,0,0,0,,186,2572,awn,awng1244,{},10.9819,language,36.6916,,Awngi,'Awngi [awng1244][awn]-l-':1,4198,safe
False,0,0,0,,333,1121,kmn,awtu1239,{},-3.53129,language,141.928,,Awtuw,'Awtuw [awtu1239][kmn]-l-':1,3065,definitely endangered
False,0,0,0,,333,1128,aww,awun1245,{},-3.79671,language,141.999,,Auwon,'Auwon [awun1245][aww]-l-':1,3079,definitely endangered
False,3,0,0,,68,13855,afu,awut1241,{},5.42441,language,-0.59545,,Awutu,"('Efutu [efut1241]':1,'Nuclear Awutu [nucl1351]':1,'Senya [seny1238]':1)'Awutu [awut1241][afu]-l-':1",16475,definitely endangered
False,0,0,0,,336,15567,yiu,awuu1235,{},25.395,language,103.306,,Southern Awu (Lope),'Southern Awu {Lope} [awuu1235][yiu]-l-':1,17753,vulnerable
False,0,0,0,,194,821,auw,awyi1241,{},-3.00564,language,140.604,,Awyi,'Awyi [awyi1241][auw]-l-':1,2604,definitely endangered
False,0,0,0,,207,21796,ahb,axam1237,{},-16.4838,language,167.707,,Axamb,'Axamb [axam1237][ahb]-l-':1,22674,definitely endangered
False,0,0,0,,336,17746,yix,axiy1235,{},24.6009,language,103.713,,Axi Yi,'Axi Yi [axiy1235][yix]-l-':1,19460,vulnerable
False,0,0,0,,269,6787,ayd,ayab1239,{},-14.6652,language,142.893,,Yintyinka-Ayabadhu,'Yintyinka-Ayabadhu [ayab1239][ayd]-l-':1,9429,critically endangered
False,2,0,0,,283,4640,quy,ayac1239,{},-13.84714,language,-74.32246,,Ayacucho Quechua,"('Andahuaylas [anda1285]':1,'Huancavelica [huan1249]':1)'Ayacucho Quechua [ayac1239][quy]-l-':1",6836,safe
False,0,0,0,,53,10328,vmy,ayau1235,{},18.0993,language,-96.5952,,Ayautla Mazatec,'Ayautla Mazatec [ayau1235][vmy]-l-':1,13201,vulnerable
False,0,0,0,,68,5666,aye,ayer1245,{},7.52206,language,6.01979,,Ayere,'Ayere [ayer1245][aye]-l-':1,8172,safe
True,0,0,0,,334,334,ayx,ayic1234,{},27.1213,language,98.8684,,Ayi (China),'Ayi {China} [ayic1234][ayx]-l-':1,1193,safe
False,0,0,0,,333,4871,ayq,ayip1235,{},-3.95946,language,142.407,,Ayi (Papua New Guinea),'Ayi {Papua New Guinea} [ayip1235][ayq]-l-':1,7088,definitely endangered
False,0,0,0,,207,12216,nfl,ayiw1239,{},-10.282595,language,166.328715,,Äiwoo,'Äiwoo [ayiw1239][nfl]-l-':1,15087,vulnerable
False,0,0,0,,336,21918,yyz,ayiz1244,{},25.0,language,103.7,,Ayizi,'Ayizi [ayiz1244][yyz]-l-':1,22733,critically endangered
False,4,0,0,,68,5692,ayb,ayiz1245,{},6.62654,language,2.20552,,Ayizo Gbe,"('Ayizo-Kobe [ayiz1248]':1,'Ayizo-Seto [ayiz1246]':1,'Ayizo-Tori [ayiz1247]':1,'Kadagbe [kada1283]':1)'Ayizo Gbe [ayiz1245][ayb]-l-':1",8259,safe
False,0,0,0,,53,13198,zaf,ayoq1235,{},16.6633,language,-96.8575,,Ayoquesco Zapotec,'Ayoquesco Zapotec [ayoq1235][zaf]-l-':1,15858,definitely endangered
False,1,0,0,,25,471,ayo,ayor1240,{},-19.220055,language,-60.217495,,Ayoreo,('Tsiracua [tsir1238]':1)'Ayoreo [ayor1240][ayo]-l-':1,1964,definitely endangered
False,0,0,0,,53,10348,miy,ayut1236,{},16.8833,language,-98.9916,,Ayutla Mixtec,'Ayutla Mixtec [ayut1236][miy]-l-':1,13235,vulnerable
False,0,0,0,,68,8129,ayu,ayuu1242,{},9.2634,language,8.60225,,Ayu,'Ayu [ayuu1242][ayu]-l-':1,10812,severely endangered
False,0,0,0,,336,12784,aza,azha1235,{},23.9,language,104.15,,Azha,'Azha [azha1235][aza]-l-':1,15563,safe
False,0,0,0,,336,17746,yiz,azhe1235,{},24.405,language,103.441,,Azhe,'Azhe [azhe1235][yiz]-l-':1,19461,safe
False,0,0,0,,53,5431,tpc,azoy1236,{},16.7584,language,-98.5241,,Azoyú Me'phaa,'Azoyú Me''phaa [azoy1236][tpc]-l-':1,7790,safe
False,2,0,0,,68,8179,bvj,baan1241,{},4.66709,language,7.30065,,Baan,"('Ka-Ban [kaba1279]':1,'Kesari [kesa1243]':1)'Baan [baan1241][bvj]-l-':1",10865,definitely endangered
False,0,0,0,,68,13838,bqx,baan1242,{},10.8083,language,5.7261,,Baangi,'Baangi [baan1242][bqx]-l-':1,16454,safe
False,0,0,0,,68,8051,bba,baat1238,{},9.63186,language,2.99607,,Baatonum,'Baatonum [baat1238][bba]-l-':1,10629,safe
False,0,0,0,,68,10800,NOCODE_Baazem,baaz1234,{},6.80235,language,9.97124,,Baazem,'Baazem [baaz1234]-l-':1,13648,safe
False,0,0,0,,68,19887,bbm,baba1263,{},1.79475,language,23.5851,,Babango,'Babango [baba1263][bbm]-l-':1,21127,safe
False,0,0,0,,68,19705,bbw,baba1264,{},6.11222,language,10.5216,,Baba,'Baba [baba1264][bbw]-l-':1,20975,safe
False,0,0,0,,68,16199,bbk,baba1266,{},5.97863,language,10.2869,,Babanki,'Babanki [baba1266][bbk]-l-':1,18124,safe
False,0,0,0,,207,9069,mbf,baba1267,{},1.75414,language,103.076,,Baba Malay,'Baba Malay [baba1267][mbf]-l-':1,12094,critically endangered
False,6,0,0,,207,22652,baa,baba1268,{},-7.22281,language,157.149,,Babatana,"('Avasö [avas1237]':1,'Katazi [kata1267]':1,'Kuboro [kubo1243]':1,'Lömaumbi [loma1262]':1,'Nuclear Babatana [nucl1494]':1,'Sengan [seng1280]':1)'Babatana [baba1268][baa]-l-':1",23164,safe
